ds,COAL
2018-01-01,9.848679263971619
2018-01-02,9.80376778403476
2018-01-03,9.842940418150606
2018-01-04,9.798893117033497
2018-01-05,9.82821405063945
2018-01-08,9.880775736880022
2018-01-09,9.905608045844286
2018-01-10,9.896488386612255
2018-01-11,9.826580507208778
2018-01-12,9.621581342892817
2018-01-15,9.571370872740735
2018-01-16,9.575274686621452
2018-01-17,9.631054511264553
2018-01-18,9.590921838654497
2018-01-19,9.570647868520208
2018-01-22,9.537866331211626
2018-01-23,9.510719439970476
2018-01-24,9.424878471538154
2018-01-25,9.434762580938767
2018-01-26,9.134426129678403
2018-01-29,9.166883106962247
2018-01-30,9.151363553169423
2018-01-31,9.144728390680214
2018-02-01,9.075998521908813
2018-02-02,8.717250650145175
2018-02-05,8.780684718588988
2018-02-06,8.773590935491082
2018-02-07,8.854423856462178
2018-02-08,8.866713634839043
2018-02-09,8.24783495585879
2018-02-12,8.220324279549791
2018-02-13,8.179731728667209
2018-02-14,8.115350256543733
2018-02-15,8.079013835790041
2018-02-16,8.429920187515481
2018-02-19,8.43127908494234
2018-02-20,8.478430832134837
2018-02-21,8.514315449037896
2018-02-22,8.483243825065252
2018-02-23,8.646562684132823
2018-02-26,8.631821832016668
2018-02-27,8.692509918801612
2018-02-28,8.720313403328246
2018-03-01,8.667002064458863
2018-03-02,7.996574833682211
2018-03-05,7.98749886710973
2018-03-06,7.943066633811555
2018-03-07,7.939226311506729
2018-03-08,8.002420283122037
2018-03-09,8.180358793830802
2018-03-12,8.161128054124163
2018-03-13,8.124903210045652
2018-03-14,8.13935448909982
2018-03-15,8.181023539385313
2018-03-16,7.956769551562063
2018-03-19,7.927742017729856
2018-03-20,7.9886200301199075
2018-03-21,7.926456820029001
2018-03-22,7.947716010134735
2018-03-23,7.815475237571554
2018-03-26,7.758331717836779
2018-03-27,7.783973926658327
2018-03-28,7.844682473003211
2018-03-29,7.924686812582104
2018-03-30,7.909897150403479
2018-04-02,7.923398559828697
2018-04-03,7.944708433705986
2018-04-04,7.9401785844727915
2018-04-05,7.962879634175174
2018-04-06,8.161336826972256
2018-04-09,8.13484543095839
2018-04-10,8.113775819158255
2018-04-11,8.104592145339172
2018-04-12,8.13220574719723
2018-04-13,8.299606839752824
2018-04-16,8.265418975377782
2018-04-17,8.27343781503374
2018-04-18,8.269426451244632
2018-04-19,8.289522262790792
2018-04-20,8.392958832411958
2018-04-23,8.447958562637462
2018-04-24,8.431383104371985
2018-04-25,8.48060834904022
2018-04-26,8.520545120016369
2018-04-27,8.56811244280329
2018-04-30,8.604288759930782
2018-05-01,8.667434236611118
2018-05-02,8.697899734806587
2018-05-03,8.670326514657871
2018-05-04,8.754470427963698
2018-05-07,8.783840453722195
